,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,unique_suit
22015,2,1,2,2,4,10,4,10,4,11,2
22016,1,1,1,2,2,7,3,11,3,12,3
22017,1,7,2,8,2,8,3,10,4,12,4
22018,2,2,3,3,3,6,3,11,3,13,2
22019,3,2,3,3,3,5,4,10,4,13,2
22020,1,3,1,6,3,7,3,8,3,10,2
22021,2,2,2,3,3,3,3,4,3,13,2
22022,1,1,3,3,3,3,4,4,4,11,3
22023,2,2,3,4,4,6,4,6,4,8,3
22024,1,7,2,8,2,8,4,11,4,13,3
22025,2,1,3,2,4,5,4,8,4,9,3
22026,1,6,1,8,2,10,3,10,4,11,4
22027,1,1,2,2,4,5,4,6,4,12,3
22028,2,1,2,3,3,4,3,8,4,10,3
22029,1,1,2,2,2,7,2,8,3,12,3
22030,1,1,2,3,2,4,3,6,4,10,4
22031,1,2,2,3,3,4,3,4,3,8,3
22032,2,1,2,3,2,5,3,9,4,11,3
22033,1,7,2,9,2,10,2,12,4,13,3
22034,2,2,3,6,3,8,4,9,4,10,3
22035,1,1,1,1,1,5,2,9,4,13,3
22036,1,2,2,3,3,6,4,8,4,13,4
22037,1,6,1,6,2,8,3,9,4,10,4
22038,1,1,2,2,3,5,4,10,4,12,4
22039,2,2,2,3,4,7,4,12,4,13,2
22040,1,3,1,7,4,8,4,11,4,13,2
22041,1,1,3,3,3,3,3,6,4,7,3
22042,1,2,1,5,2,7,3,10,3,11,3
22043,2,3,3,5,3,6,4,9,4,11,3
22044,1,1,1,2,4,4,4,5,4,13,2
22045,1,2,1,5,2,10,4,12,4,13,3
22046,1,2,1,6,2,6,3,8,4,13,4
22047,1,2,2,7,3,8,3,11,3,13,3
22048,1,1,1,10,3,11,3,11,4,13,3
22049,1,3,2,4,3,6,3,7,4,12,4
22050,1,3,2,11,3,11,4,12,4,12,4
22051,1,3,2,4,3,8,4,9,4,11,4
22052,1,4,3,4,3,5,3,12,4,13,3
22053,1,7,3,8,3,9,3,11,4,12,3
22054,1,1,3,3,3,4,4,7,4,8,3
22055,1,2,2,8,4,9,4,10,4,11,3
22056,1,1,1,2,1,2,4,7,4,7,2
22057,1,1,1,1,2,3,3,5,3,9,3
22058,1,4,2,7,2,8,4,9,4,11,3
22059,2,1,2,5,3,10,4,10,4,12,3
22060,1,1,2,1,2,6,2,10,4,12,3
22061,1,1,2,2,2,3,2,5,3,10,3
22062,1,2,3,3,3,10,3,10,4,13,3
22063,2,3,2,3,4,4,4,6,4,7,2
22064,1,4,3,9,3,10,4,12,4,12,3
22065,2,8,2,10,3,11,3,12,4,12,3
22066,1,1,2,4,3,6,4,7,4,10,4
22067,1,3,1,7,2,9,3,9,4,13,4
22068,1,1,2,2,2,4,2,8,4,12,3
22069,1,7,1,8,2,11,3,11,4,12,4
22070,1,1,1,4,2,6,3,8,4,10,4
22071,1,1,2,2,3,10,4,12,4,12,4
22072,1,1,2,3,3,7,3,9,4,10,4
22073,2,1,2,4,3,6,4,7,4,13,3
22074,2,1,2,7,3,9,3,10,3,11,2
22075,2,5,3,5,4,8,4,10,4,13,3
22076,1,2,2,4,3,10,4,10,4,13,4
22077,1,8,2,8,3,9,3,10,4,11,4
22078,1,6,3,7,3,8,4,11,4,12,3
22079,1,3,1,8,2,8,3,10,4,10,4
22080,1,1,2,3,2,4,3,6,4,12,4
22081,3,2,3,3,3,4,4,10,4,11,2
22082,1,2,1,3,2,7,3,9,4,11,4
22083,1,2,1,3,1,12,2,12,3,13,3
22084,1,6,1,8,2,9,3,11,4,13,4
22085,2,1,3,3,4,7,4,8,4,10,3
22086,1,2,3,3,3,7,3,8,4,11,3
22087,1,1,2,4,3,8,3,10,3,13,3
22088,1,1,1,2,2,2,3,9,4,12,4
22089,2,2,2,2,3,5,4,5,4,13,3
22090,1,1,2,2,3,9,3,11,3,12,3
22091,1,7,3,9,3,10,4,12,4,13,3
22092,1,5,2,6,4,7,4,8,4,13,3
22093,1,3,1,7,3,10,4,11,4,13,3
22094,2,1,3,3,3,7,3,12,3,13,2
22095,1,1,2,6,3,7,3,9,4,10,4
22096,2,4,3,5,3,12,4,13,4,13,3
22097,1,2,1,5,2,7,4,8,4,11,3
22098,1,1,1,2,3,6,4,8,4,10,3
22099,1,1,1,6,2,6,4,7,4,13,3
22100,2,5,2,7,3,7,3,9,4,11,3
22101,1,5,1,6,2,7,2,8,4,10,3
22102,1,1,1,1,2,7,4,9,4,11,3
22103,3,1,3,3,3,4,3,9,4,10,2
22104,1,1,1,1,2,2,2,3,4,11,3
22105,2,4,2,5,2,7,4,10,4,13,2
22106,1,3,3,3,4,3,4,4,4,7,3
22107,1,2,1,3,1,5,1,7,4,10,2
22108,1,4,1,10,2,11,2,12,4,12,3
22109,1,3,2,7,3,7,3,8,4,13,4
22110,1,2,3,3,3,7,4,8,4,9,3
22111,1,2,2,3,3,4,4,9,4,11,4
22112,2,6,2,6,2,10,3,12,4,13,3
22113,3,1,3,2,4,4,4,10,4,10,2
22114,1,8,1,8,2,9,2,11,3,13,3
22115,1,3,2,5,3,6,3,8,4,10,4
22116,1,4,2,5,3,6,4,8,4,12,4
22117,1,5,1,9,3,10,3,13,4,13,3
22118,2,5,3,7,3,9,4,9,4,13,3
22119,1,2,1,3,1,4,2,5,3,12,3
22120,1,1,2,1,2,2,4,11,4,13,3
22121,1,1,1,4,1,6,2,8,2,8,2
22122,1,8,2,8,3,9,4,10,4,13,4
22123,2,1,3,2,3,3,4,7,4,11,3
22124,1,4,1,5,1,6,2,6,4,9,3
22125,1,2,3,6,4,8,4,12,4,13,3
22126,2,2,3,4,3,9,4,10,4,11,3
22127,1,3,3,4,3,5,3,6,4,7,3
22128,1,2,2,3,3,10,3,11,4,13,4
22129,1,3,1,4,2,5,3,11,3,12,3
22130,1,1,2,2,4,7,4,10,4,11,3
22131,1,3,1,4,1,5,3,10,4,13,3
22132,2,7,2,7,3,9,3,12,3,13,2
22133,2,1,2,6,2,9,4,11,4,12,2
22134,1,2,1,6,2,12,3,13,4,13,4
22135,1,3,1,6,2,9,4,10,4,13,3
22136,1,4,2,4,2,9,2,11,3,12,3
22137,1,5,1,5,3,10,4,11,4,13,3
22138,2,4,3,4,4,8,4,10,4,11,3
22139,1,2,1,2,1,9,2,10,3,12,3
22140,1,3,1,5,1,10,2,11,2,12,2
22141,1,2,1,5,2,7,2,10,3,12,3
22142,1,1,1,3,1,4,2,9,4,13,3
22143,1,3,2,5,3,6,4,7,4,11,4
22144,1,3,1,4,3,7,3,7,4,10,3
22145,1,7,1,7,2,8,3,8,4,10,4
22146,1,2,1,5,1,6,2,12,3,12,3
22147,1,5,1,10,3,11,4,13,4,13,3
22148,1,1,2,4,2,4,2,5,4,12,3
22149,1,1,1,7,2,8,3,9,4,13,4
22150,1,3,1,7,3,9,3,11,4,13,3
22151,1,4,1,6,3,9,3,9,3,11,2
22152,1,2,1,2,1,10,3,11,4,12,3
22153,1,6,1,8,1,9,4,10,4,11,2
22154,2,2,3,4,3,6,4,7,4,9,3
22155,2,7,2,9,3,9,3,13,4,13,3
22156,2,1,2,2,3,5,3,7,4,12,3
22157,1,3,1,8,2,11,3,12,4,13,4
22158,1,1,1,5,1,6,2,7,4,11,3
22159,1,3,2,4,2,5,4,11,4,12,3
22160,1,1,2,4,2,5,2,9,4,10,3
22161,2,1,2,2,3,2,4,5,4,12,3
22162,1,4,1,7,1,9,1,11,4,13,2
22163,2,2,3,3,3,4,3,5,4,11,3
22164,1,1,2,1,2,8,3,9,4,11,4
22165,1,4,2,5,3,9,3,9,4,10,4
22166,1,2,2,3,3,5,4,7,4,12,4
22167,1,4,2,9,2,10,2,10,4,12,3
22168,1,4,1,5,3,7,4,9,4,13,3
22169,1,6,3,7,3,8,4,8,4,13,3
22170,1,1,2,2,3,4,3,9,4,10,4
22171,1,1,1,4,2,4,2,6,2,13,2
22172,1,3,1,3,2,3,3,6,4,6,4
22173,2,5,2,6,3,6,4,9,4,13,3
22174,3,1,3,5,4,6,4,7,4,11,2
22175,1,2,3,7,3,8,4,8,4,10,3
22176,2,5,2,6,2,7,4,8,4,10,2
22177,1,1,1,2,2,3,2,4,3,10,3
22178,1,1,2,6,3,7,4,8,4,13,4
22179,1,1,2,1,2,9,3,10,4,11,4
22180,1,1,2,8,3,8,3,11,3,11,3
22181,1,1,2,2,2,6,3,8,4,13,4
22182,1,3,1,4,1,4,3,11,3,13,2
22183,1,1,1,5,2,7,4,10,4,12,3
22184,1,2,2,3,3,3,4,5,4,12,4
22185,1,1,2,2,2,5,4,7,4,8,3
22186,1,2,3,4,4,5,4,12,4,13,3
22187,1,3,2,5,2,12,3,12,4,13,4
22188,2,4,2,7,3,8,4,11,4,13,3
22189,1,6,1,8,1,8,2,10,3,13,3
22190,1,1,2,3,2,3,2,6,3,7,3
22191,1,1,2,2,3,2,4,4,4,9,4
22192,1,1,1,2,3,4,4,5,4,12,3
22193,1,2,1,6,2,7,2,8,4,9,3
22194,1,3,2,6,2,8,3,8,4,9,4
22195,1,4,2,6,2,7,3,8,3,10,3
22196,1,4,1,5,2,6,4,8,4,12,3
22197,1,1,3,8,3,10,4,11,4,12,3
22198,1,5,2,5,2,6,3,8,3,10,3
22199,1,4,1,9,2,10,3,12,4,13,4
22200,2,3,2,4,3,5,3,10,4,12,3
22201,2,3,2,5,3,9,3,11,4,11,3
22202,1,4,2,7,2,9,2,9,2,12,2
22203,3,1,3,10,3,11,4,12,4,12,2
22204,2,4,2,8,3,9,4,9,4,10,3
22205,1,3,3,3,3,4,3,10,3,12,2
22206,1,2,1,10,2,12,2,13,4,13,3
22207,1,1,1,3,2,6,3,11,4,11,4
22208,1,8,2,8,2,9,3,11,4,12,4
22209,1,3,1,5,1,6,2,8,3,9,3
22210,1,6,2,8,3,10,3,12,4,13,4
22211,1,1,1,2,1,5,1,6,3,12,2
22212,2,5,3,8,4,8,4,10,4,11,3
22213,2,5,2,5,4,7,4,11,4,12,2
22214,1,2,1,2,2,2,3,3,4,4,4
22215,1,1,1,6,2,8,3,9,4,11,4
22216,1,1,2,7,3,7,3,9,4,13,4
22217,1,5,2,8,2,9,3,10,3,12,3
22218,1,1,1,2,1,5,3,8,4,10,3
22219,1,1,2,5,3,8,3,9,4,11,4
22220,1,1,2,2,3,8,3,9,3,10,3
22221,1,1,2,2,3,3,4,4,4,11,4
22222,1,1,2,1,2,2,4,6,4,12,3
22223,1,1,1,5,2,7,3,12,4,13,4
22224,1,1,1,3,2,4,2,6,4,10,3
22225,1,2,1,2,2,6,3,10,3,13,3
22226,1,7,2,9,3,10,4,11,4,13,4
22227,1,1,3,6,3,7,4,9,4,13,3
22228,2,2,3,4,3,5,3,11,4,12,3
22229,1,7,2,9,2,11,3,11,4,13,4
22230,1,5,2,6,2,10,3,12,4,13,4
22231,1,1,1,2,1,3,2,4,3,13,3
22232,1,1,1,8,4,8,4,9,4,11,2
22233,1,1,2,2,3,9,3,11,4,12,4
22234,1,5,2,6,2,9,2,11,4,12,3
22235,1,3,2,4,3,6,4,7,4,11,4
22236,1,3,2,5,2,11,3,12,4,12,4
22237,2,2,2,2,3,4,3,6,4,12,3
22238,2,1,2,4,2,9,3,10,3,12,2
22239,1,2,2,3,3,7,4,7,4,7,4
22240,1,5,2,9,2,10,2,11,4,12,3
22241,1,5,2,6,2,6,3,7,4,10,4
22242,1,2,1,4,2,8,4,10,4,12,3
22243,1,2,1,3,1,6,2,7,3,7,3
22244,2,1,2,2,2,6,3,8,4,13,3
22245,2,4,3,5,3,7,3,10,4,12,3
22246,2,2,2,5,3,9,3,9,3,10,2
22247,1,3,2,6,3,7,3,7,4,10,4
22248,1,1,1,1,2,9,2,10,3,13,3
22249,2,2,3,3,3,6,4,6,4,7,3
22250,1,1,1,5,1,6,2,8,4,11,3
22251,2,1,2,2,3,6,4,7,4,11,3
22252,1,1,1,2,2,5,2,6,4,10,3
22253,1,1,1,5,4,6,4,9,4,11,2
22254,1,3,2,5,3,7,4,12,4,13,4
22255,1,2,2,3,4,5,4,7,4,13,3
22256,2,3,3,8,4,9,4,11,4,11,3
22257,1,3,2,7,4,9,4,10,4,10,3
22258,1,3,3,5,3,11,4,12,4,13,3
22259,1,1,1,1,1,2,2,3,4,5,3
22260,2,2,3,5,3,8,3,8,4,11,3
22261,1,1,1,1,4,3,4,3,4,7,2
22262,1,2,2,4,3,8,3,9,4,11,4
22263,1,1,2,3,2,7,3,12,4,13,4
22264,1,3,2,6,4,7,4,8,4,11,3
22265,2,3,3,6,4,9,4,9,4,12,3
22266,1,4,2,6,2,11,3,13,3,13,3
22267,2,5,2,7,3,7,3,7,4,13,3
22268,1,9,1,9,2,11,2,13,4,13,3
22269,1,2,1,6,2,7,2,11,4,13,3
22270,1,1,3,3,3,6,3,9,3,12,2
22271,1,3,2,4,2,7,2,9,4,12,3
22272,1,1,2,3,2,4,3,10,4,11,4
22273,2,4,2,7,3,8,3,8,4,10,3
22274,2,4,3,6,4,10,4,11,4,11,3
22275,1,1,2,2,3,7,3,11,4,13,4
22276,1,2,1,2,2,3,2,5,3,10,3
22277,1,5,3,8,3,9,3,10,4,12,3
22278,1,4,2,7,2,9,3,9,3,10,3
22279,1,1,2,2,4,6,4,7,4,12,3
22280,1,7,2,8,2,9,2,10,4,12,3
22281,1,3,3,8,3,9,4,9,4,10,3
22282,1,1,3,4,3,7,3,10,4,11,3
22283,1,1,2,7,2,9,3,10,4,12,4
22284,1,7,2,8,2,9,3,11,4,12,4
22285,1,2,1,5,2,11,2,13,4,13,3
22286,1,1,2,2,2,5,3,9,4,10,4
22287,1,4,1,7,2,9,4,9,4,13,3
22288,1,1,2,4,2,6,3,6,4,7,4
22289,2,1,2,2,2,6,3,8,4,13,3
22290,2,3,3,4,3,8,4,10,4,13,3
22291,1,1,1,3,1,10,2,10,3,13,3
22292,1,1,3,2,3,2,3,9,4,10,3
22293,1,3,1,4,1,9,2,10,4,13,3
22294,1,1,3,6,3,12,4,12,4,13,3
22295,2,4,2,5,4,7,4,9,4,10,2
22296,1,7,2,9,3,9,4,11,4,13,4
22297,2,1,3,3,3,4,4,7,4,10,3
22298,1,3,2,5,2,5,3,10,4,12,4
22299,1,2,1,8,2,9,3,10,4,10,4
22300,3,2,3,2,3,5,4,10,4,13,2
22301,1,4,3,7,4,9,4,11,4,12,3
22302,1,2,2,3,2,12,3,13,3,13,3
22303,2,1,2,2,3,4,4,6,4,11,3
22304,1,2,2,2,2,4,4,10,4,10,3
22305,1,6,3,7,3,9,4,9,4,11,3
22306,1,3,2,4,3,7,4,10,4,12,4
22307,1,4,1,6,2,9,4,11,4,12,3
22308,1,2,2,5,2,5,3,6,3,7,3
22309,1,4,1,7,2,7,3,13,4,13,4
22310,1,1,2,1,2,6,3,7,3,11,3
22311,1,1,2,3,4,3,4,8,4,12,3
22312,1,2,1,6,3,9,3,10,4,11,3
22313,2,5,2,10,4,11,4,13,4,13,2
22314,1,3,4,7,4,9,4,12,4,12,2
22315,1,1,1,1,3,5,4,6,4,12,3
22316,1,3,3,7,4,8,4,9,4,13,3
22317,1,1,2,2,3,3,3,3,4,12,4
22318,1,1,1,1,1,4,2,6,2,8,2
22319,1,2,2,3,3,6,4,8,4,8,4
22320,1,1,2,3,3,5,4,11,4,12,4
22321,1,2,2,3,2,9,2,9,3,10,3
22322,1,1,2,3,2,9,3,11,4,13,4
22323,1,4,2,5,2,7,4,9,4,9,3
22324,1,3,1,4,2,8,4,12,4,13,3
22325,1,6,1,8,2,9,4,11,4,13,3
22326,1,3,1,4,2,6,2,9,4,13,3
22327,1,5,3,5,3,9,3,10,3,12,2
22328,2,8,3,10,3,10,4,10,4,12,3
22329,2,2,2,5,2,5,3,11,4,13,3
22330,1,9,1,10,1,11,2,12,2,13,2
22331,1,1,1,3,1,4,4,6,4,8,2
22332,1,6,3,7,4,9,4,12,4,13,3
22333,2,2,3,5,4,9,4,10,4,13,3
22334,1,5,1,6,3,10,3,12,3,13,2
22335,1,5,2,6,3,6,3,11,4,12,4
22336,2,6,2,7,2,9,3,10,3,13,2
22337,2,5,2,10,3,10,3,13,3,13,2
22338,1,3,2,6,3,10,4,12,4,12,4
22339,1,9,1,9,2,10,2,11,3,13,3
22340,1,1,4,3,4,4,4,5,4,10,2
22341,1,1,3,3,3,10,3,11,3,13,2
22342,1,4,2,4,3,5,3,9,4,13,4
22343,1,1,2,3,2,6,3,9,4,9,4
22344,1,2,1,2,2,4,3,6,4,10,4
22345,1,5,1,5,2,7,2,7,4,11,3
22346,1,3,1,8,1,11,4,12,4,13,2
22347,3,3,4,8,4,8,4,9,4,10,2
22348,1,3,2,7,3,10,4,11,4,11,4
22349,1,2,2,3,3,5,4,6,4,8,4
22350,2,2,2,4,4,9,4,10,4,12,2
22351,1,3,2,4,2,7,4,9,4,10,3
22352,2,3,2,5,4,10,4,11,4,13,2
22353,1,1,1,5,2,5,2,7,4,10,3
22354,2,3,3,5,4,8,4,8,4,11,3
22355,1,4,1,4,1,5,2,10,4,12,3
22356,3,2,4,6,4,9,4,10,4,13,2
22357,1,1,1,2,3,8,4,10,4,10,3
22358,1,8,1,8,2,9,2,10,4,12,3
22359,1,3,1,4,3,12,4,13,4,13,3
22360,2,4,2,5,2,6,3,13,4,13,3
22361,3,2,3,4,4,8,4,10,4,13,2
22362,1,1,1,2,1,3,2,6,3,8,3
22363,1,6,2,6,3,8,3,8,4,8,4
22364,1,4,2,6,3,6,4,6,4,13,4
22365,2,6,2,7,3,7,3,10,4,12,3
22366,1,5,2,7,2,11,2,12,4,13,3
22367,2,3,2,7,3,9,3,9,3,13,2
22368,1,7,3,7,3,8,3,9,4,10,3
22369,1,1,1,6,2,10,3,12,4,12,4
22370,1,4,2,8,3,10,3,11,3,13,3
22371,1,3,1,4,2,4,2,11,3,13,3
22372,1,6,1,6,2,7,2,10,3,11,3
22373,1,3,1,8,3,8,4,9,4,10,3
22374,1,1,1,3,2,5,2,11,3,13,3
22375,1,3,2,4,4,5,4,7,4,10,3
22376,1,5,2,6,2,8,3,10,4,11,4
22377,1,1,1,1,2,6,3,11,4,13,4
22378,2,1,2,2,2,2,3,8,4,9,3
22379,1,1,1,2,1,3,1,11,2,12,2
22380,2,2,2,5,3,5,3,7,3,10,2
22381,1,1,2,3,3,4,3,6,4,7,4
22382,1,5,2,5,3,6,3,6,4,13,4
22383,1,5,1,6,1,7,1,8,2,10,2
22384,1,4,1,5,4,5,4,8,4,9,2
22385,1,3,2,5,3,6,3,10,4,11,4
22386,1,2,3,7,3,8,4,9,4,10,3
22387,1,4,2,10,2,11,3,12,4,13,4
22388,1,1,2,3,2,10,2,10,4,13,3
22389,1,2,2,7,3,9,4,9,4,12,4
22390,1,1,1,2,2,7,3,10,4,12,4
22391,1,1,1,3,3,9,3,11,3,12,2
22392,1,2,3,4,4,7,4,8,4,9,3
22393,1,3,2,5,2,6,3,8,3,11,3
22394,1,2,1,3,2,3,3,3,4,12,4
22395,1,1,2,2,2,5,4,7,4,9,3
22396,1,3,1,6,1,6,3,7,3,9,2
22397,1,2,2,2,2,3,4,9,4,10,3
22398,1,1,1,1,2,4,3,8,4,9,4
22399,1,2,2,2,4,8,4,10,4,11,3
22400,1,4,2,6,3,7,3,9,3,13,3
22401,1,1,1,8,3,9,3,10,4,13,3
22402,2,4,2,7,3,7,3,8,4,11,3
22403,1,3,2,4,2,8,3,9,3,12,3
22404,1,2,1,3,3,6,3,10,4,13,3
22405,1,1,1,3,3,4,3,5,4,9,3
22406,1,2,1,2,1,3,2,12,2,13,2
22407,1,3,2,3,3,3,4,4,4,6,4
22408,1,3,1,7,1,8,3,9,3,10,2
22409,1,3,1,3,2,4,2,10,3,12,3
22410,1,5,3,8,3,12,4,13,4,13,3
22411,2,1,3,2,4,10,4,12,4,12,3
22412,1,2,2,3,2,6,3,12,3,13,3
22413,1,4,3,5,3,7,4,7,4,13,3
22414,1,5,2,9,2,11,4,11,4,13,3
22415,1,1,2,2,4,4,4,6,4,6,3
22416,1,1,2,3,3,9,3,9,4,10,4
22417,1,1,2,6,3,8,4,10,4,13,4
22418,1,1,2,2,2,3,3,5,4,8,4
22419,2,3,2,4,3,7,4,11,4,13,3
22420,1,2,2,3,4,6,4,8,4,10,3
22421,1,1,1,4,2,6,3,9,4,12,4
22422,1,4,2,9,2,11,3,12,4,13,4
22423,1,1,1,5,3,5,3,13,4,13,3
22424,1,1,3,2,3,3,3,9,4,10,3
22425,2,4,2,8,2,9,3,10,3,13,2
22426,1,2,3,3,3,7,4,7,4,12,3
22427,2,2,3,4,3,6,4,7,4,8,3
22428,2,5,3,5,3,10,4,11,4,13,3
22429,1,3,2,8,2,8,4,9,4,11,3
22430,1,2,1,4,2,8,3,11,4,11,4
22431,1,1,2,2,2,5,2,9,3,11,3
22432,1,5,1,6,2,11,2,11,4,12,3
22433,1,4,2,5,2,8,3,9,4,12,4
22434,1,3,2,3,2,11,3,12,3,12,3
22435,1,1,2,5,3,7,4,8,4,10,4
22436,2,3,3,6,3,7,4,9,4,13,3
22437,1,4,2,4,4,9,4,10,4,11,3
22438,1,2,2,4,3,5,3,5,4,8,4
22439,3,4,3,7,3,7,4,12,4,13,2
22440,1,4,1,8,2,9,3,9,4,10,4
22441,1,2,2,5,2,6,4,12,4,13,3
22442,1,1,1,1,2,2,2,11,3,12,3
22443,1,1,2,1,3,5,4,10,4,11,4
22444,1,7,3,9,3,10,4,11,4,13,3
22445,1,1,1,3,2,3,2,7,4,13,3
22446,1,4,1,4,2,6,2,9,3,13,3
22447,1,1,2,2,2,3,3,6,3,10,3
22448,1,6,1,9,2,9,4,12,4,13,3
22449,1,1,1,4,3,5,3,7,4,12,3
22450,2,1,4,5,4,7,4,10,4,12,2
22451,1,1,1,2,2,4,4,6,4,8,3
22452,1,4,1,5,3,7,3,11,4,12,3
22453,2,4,2,5,2,6,3,12,3,12,2
22454,1,3,1,4,2,10,4,10,4,11,3
22455,1,1,2,5,3,7,3,9,4,13,4
22456,2,2,2,3,2,4,3,7,3,13,2
22457,1,4,3,9,3,9,4,11,4,13,3
22458,1,2,3,6,4,8,4,9,4,13,3
22459,2,4,2,5,2,8,3,10,4,13,3
22460,1,1,2,2,3,8,3,9,4,12,4
22461,1,3,3,7,3,10,3,10,4,10,3
22462,2,3,3,4,4,8,4,8,4,13,3
22463,1,1,1,2,2,5,2,8,2,13,2
22464,1,2,2,7,2,8,4,9,4,11,3
22465,1,2,2,3,2,4,4,4,4,8,3
22466,1,1,1,3,3,4,4,5,4,11,3
22467,2,3,2,7,3,7,3,11,4,12,3
22468,1,3,1,6,2,6,3,8,4,8,4
22469,1,3,1,3,2,5,3,11,4,13,4
22470,1,1,1,5,2,5,3,7,4,8,4
22471,1,1,2,2,2,11,3,12,4,12,4
22472,2,2,2,3,3,8,4,11,4,13,3
22473,3,1,3,2,3,3,3,7,3,13,1
22474,1,9,1,10,1,11,2,12,3,13,3
22475,1,2,2,2,2,2,3,9,4,13,4
22476,1,2,2,6,2,7,3,7,3,10,3
22477,1,3,2,6,3,7,3,9,4,10,4
22478,1,1,2,5,3,8,4,10,4,13,4
22479,1,1,1,3,2,8,3,8,4,12,4
22480,2,2,2,4,3,8,4,10,4,11,3
22481,1,1,1,2,1,6,2,10,2,11,2
22482,1,2,1,3,1,4,4,5,4,12,2
22483,1,4,2,6,2,7,3,9,3,11,3
22484,1,6,2,8,2,8,3,8,4,10,4
22485,2,1,3,4,3,7,4,9,4,11,3
22486,2,6,2,7,3,9,3,10,4,11,3
22487,3,6,4,8,4,9,4,11,4,12,2
22488,1,1,1,5,2,9,2,10,2,13,2
22489,2,2,3,4,4,4,4,8,4,11,3
22490,1,1,2,3,2,4,3,5,3,12,3
22491,1,2,1,3,2,7,2,9,3,11,3
22492,2,4,2,5,2,8,3,10,4,12,3
22493,1,1,3,4,3,5,4,7,4,10,3
22494,1,1,1,2,1,4,3,6,4,11,3
22495,1,4,2,4,3,6,4,13,4,13,4
22496,2,1,3,2,4,6,4,8,4,8,3
22497,1,1,2,2,4,6,4,7,4,9,3
22498,1,1,1,5,2,5,3,8,3,10,3
22499,2,3,3,7,3,11,3,12,4,12,3
22500,1,1,2,3,3,6,3,8,4,12,4
22501,2,11,3,11,4,11,4,12,4,13,3
22502,1,5,2,5,2,7,3,9,4,13,4
22503,1,2,2,2,2,5,2,7,4,8,3
22504,1,3,1,4,2,8,2,10,3,13,3
22505,1,2,1,7,1,9,2,9,4,13,3
22506,1,4,2,4,2,5,2,10,4,11,3
22507,3,5,4,6,4,8,4,9,4,11,2
22508,1,1,1,3,2,10,3,11,3,12,3
22509,1,4,1,9,1,11,2,11,3,12,3
22510,1,1,1,5,2,9,3,11,4,11,4
22511,1,6,1,9,2,10,2,12,4,12,3
22512,2,1,2,1,3,1,3,4,4,13,3
22513,1,2,1,6,2,8,2,11,3,13,3
22514,1,1,2,4,3,4,3,6,4,10,4
22515,1,1,2,2,2,6,2,7,4,9,3
22516,1,2,3,3,3,5,4,8,4,13,3
22517,1,3,1,6,3,8,3,10,4,11,3
22518,1,3,2,6,3,9,4,12,4,12,4
22519,1,1,3,6,3,7,4,10,4,11,3
22520,3,1,3,2,4,10,4,11,4,12,2
22521,1,2,2,2,2,3,2,9,4,11,3
22522,1,3,1,5,2,5,3,8,3,10,3
22523,2,2,2,2,3,3,3,3,4,11,3
22524,2,1,2,2,3,4,4,5,4,5,3
22525,1,2,2,4,3,6,4,7,4,13,4
22526,1,3,1,3,2,8,3,10,4,10,4
22527,1,1,1,5,2,6,4,7,4,7,3
22528,1,2,3,3,3,6,3,11,4,13,3
22529,1,1,1,3,2,5,2,9,4,10,3
22530,2,1,2,5,3,10,3,10,4,11,3
22531,2,3,3,5,4,9,4,12,4,13,3
22532,1,4,3,6,3,10,3,11,4,11,3
22533,1,4,1,6,2,8,3,13,4,13,4
22534,2,2,2,3,4,3,4,7,4,13,2
22535,1,1,2,3,3,9,3,10,4,10,4
22536,1,2,1,4,2,5,3,6,4,7,4
22537,1,1,1,3,2,9,4,12,4,12,3
22538,1,1,2,1,3,4,4,5,4,8,4
22539,2,1,2,3,2,5,4,9,4,11,2
22540,1,1,2,4,3,9,3,9,4,13,4
22541,2,1,2,8,2,9,3,10,3,10,2
22542,2,3,2,6,3,11,4,13,4,13,3
22543,1,4,1,5,3,8,4,10,4,12,3
22544,1,3,3,5,3,7,4,9,4,13,3
22545,1,6,1,9,2,9,3,11,3,13,3
22546,1,7,1,9,1,9,2,10,2,13,2
22547,1,1,2,2,2,3,3,10,3,10,3
22548,1,5,2,6,2,10,3,12,4,13,4
22549,2,2,2,6,2,9,4,12,4,13,2
22550,2,4,2,4,3,6,3,11,4,12,3
22551,1,5,1,7,2,8,2,8,4,10,3
22552,1,1,2,4,3,8,3,10,4,12,4
22553,1,2,1,3,2,8,2,10,3,12,3
22554,1,3,3,4,3,6,4,8,4,9,3
22555,2,5,2,7,3,9,4,12,4,13,3
22556,1,1,3,4,4,7,4,12,4,12,3
22557,1,6,1,7,2,10,3,11,4,12,4
22558,1,1,3,2,4,3,4,8,4,11,3
22559,1,8,2,8,3,9,3,10,4,12,4
22560,2,4,2,11,3,12,4,12,4,13,3
22561,2,4,3,6,3,7,3,11,4,12,3
22562,1,3,3,5,3,6,3,7,4,12,3
22563,1,1,2,2,2,4,2,5,3,11,3
22564,2,3,3,5,3,6,4,8,4,13,3
22565,1,1,1,5,2,9,3,10,4,11,4
22566,2,2,2,6,3,7,3,12,4,13,3
22567,1,2,2,2,3,4,3,7,4,9,4
22568,2,1,2,1,3,4,3,5,3,10,2
22569,1,2,2,3,3,5,3,11,4,12,4
22570,1,6,1,7,3,8,4,8,4,11,3
22571,2,2,3,3,3,6,4,8,4,11,3
22572,2,1,3,3,4,4,4,11,4,12,3
